partner,course,skills,rating,reviewcount,level,certificatetype,duration,crediteligibility,skills_cleaned,cluster
University of Illinois at Urbana-Champaign,Fundamentals of Accounting,"{"" Accounting"","" Financial Analysis"","" Cost Accounting"","" Management Accounting"","" Financial Accounting"","" Leadership and Management"","" General Accounting"","" Finance"","" Account Management"","" Financial Management"","" Generally Accepted Accounting Principles (GAAP)"","" Accounts Payable and Receivable"","" Business Analysis"","" Decision Making"","" Data Analysis"","" Entrepreneurship"","" Strategy and Operations""}",4.6,1.9k,Beginner , Specialization , 3 - 6 Months,False,"{"" accounting"","" financial analysis"","" cost accounting"","" management accounting"","" financial accounting"","" leadership and management"","" general accounting"","" finance"","" account management"","" financial management"","" generally accepted accounting principles (gaap)"","" accounts payable and receivable"","" business analysis"","" decision making"","" data analysis"","" entrepreneurship"","" strategy and operations""}",App Development
University of Michigan,User Experience Research and Design,"{"" User Experience"","" Research and Design"","" User Experience Design"","" User Research"","" Human Computer Interaction"","" Design and Product"","" People Analysis"","" Critical Thinking"","" Data Analysis"","" Survey Creation"","" Product Design"","" Communication"","" Interactive Design"","" Visual Design"","" Systems Design"","" Probability & Statistics""}",4.7,2k,Beginner , Specialization , 3 - 6 Months,False,"{"" user experience"","" research and design"","" user experience design"","" user research"","" human computer interaction"","" design and product"","" people analysis"","" critical thinking"","" data analysis"","" survey creation"","" product design"","" communication"","" interactive design"","" visual design"","" systems design"","" probability & statistics""}",Cyber Security
Goodwill Industries International,Goodwill® Career Coach and Navigator,"{"" Leadership and Management"","" Critical Thinking"","" Customer Relationship Management"","" Customer Success"","" Human Learning"","" People Management"","" Problem Solving"","" Professional Development"","" Recruitment""}",4.7,109,Beginner , Professional Certificate , 3 - 6 Months,False,"{"" leadership and management"","" critical thinking"","" customer relationship management"","" customer success"","" human learning"","" people management"","" problem solving"","" professional development"","" recruitment""}",App Development
Institute for the Future,Futures Thinking,"{"" Adaptability"","" Creativity"","" Forecasting"","" Critical Thinking"","" Innovation"","" Human Learning"","" Decision Making"","" Strategy"","" Problem Solving"","" Collaboration"","" Communication"","" People Analysis"","" Planning"","" Research and Design"","" Scientific Visualization"","" Strategy and Operations"","" Leadership and Management"","" Business Transformation"","" Experiment"","" Storytelling"","" Game Theory"","" Leadership Development""}",4.8,1.6k,Beginner , Specialization , 3 - 6 Months,False,"{"" adaptability"","" creativity"","" forecasting"","" critical thinking"","" innovation"","" human learning"","" decision making"","" strategy"","" problem solving"","" collaboration"","" communication"","" people analysis"","" planning"","" research and design"","" scientific visualization"","" strategy and operations"","" leadership and management"","" business transformation"","" experiment"","" storytelling"","" game theory"","" leadership development""}",App Development
University of Colorado Boulder,Foundations of Data Structures and Algorithms,"{"" Algorithms"","" Theoretical Computer Science"","" Data Structures"","" Computer Programming"","" Graph Theory"","" Problem Solving"","" Computational Logic"","" Computational Thinking"","" Mathematical Theory & Analysis"","" Mathematics"","" Applied Mathematics"","" Python Programming""}",4.6,371,Advanced , Specialization , 3 - 6 Months,True,"{"" algorithms"","" theoretical computer science"","" data structures"","" computer programming"","" graph theory"","" problem solving"","" computational logic"","" computational thinking"","" mathematical theory & analysis"","" mathematics"","" applied mathematics"","" python programming""}",Machine Learning
University of Colorado System,School Health for Children and Adolescents,"{"" Leadership and Management""}",4.8,2.8k,Beginner , Specialization , 3 - 6 Months,False,"{"" leadership and management""}",Web Development
Yonsei University,First Step Korean,"{"" Communication"","" Culture"","" Writing""}",4.9,48.5k,Beginner , Course , 1 - 3 Months,False,"{"" communication"","" culture"","" writing""}",Web Development
ESSEC Business School,Réussir le Changement,"{"" Change Management"","" Leadership and Management"","" Project Management"","" Strategy"","" Communication"","" Strategy and Operations"","" Organizational Development"","" People Management"","" Business Transformation"","" Performance Management""}",4.5,1.9k,Mixed , Course , 1 - 3 Months,False,"{"" change management"","" leadership and management"","" project management"","" strategy"","" communication"","" strategy and operations"","" organizational development"","" people management"","" business transformation"","" performance management""}",App Development
University of Toronto,Self-Driving Cars,"{"" Algorithms"","" Machine Learning"","" Python Programming"","" Computer Programming"","" Mathematics"","" Theoretical Computer Science"","" Estimation"","" Mathematical Theory & Analysis"","" Probability & Statistics"","" Applied Machine Learning"","" Computer Vision"","" Software Engineering"","" Computer Programming Tools"","" Critical Thinking"","" Problem Solving"","" Strategy and Operations"","" Systems Design"","" General Statistics"","" Probability Distribution"","" Regression"","" Artificial Neural Networks"","" Planning""}",4.7,3.3k,Advanced , Specialization , 3 - 6 Months,False,"{"" algorithms"","" machine learning"","" python programming"","" computer programming"","" mathematics"","" theoretical computer science"","" estimation"","" mathematical theory & analysis"","" probability & statistics"","" applied machine learning"","" computer vision"","" software engineering"","" computer programming tools"","" critical thinking"","" problem solving"","" strategy and operations"","" systems design"","" general statistics"","" probability distribution"","" regression"","" artificial neural networks"","" planning""}",Machine Learning
Google,Assess for Success: Marketing Analytics and Measurement,"{"" Digital Marketing"","" Marketing"","" Marketing Management"","" Data Analysis"","" Media Strategy & Planning"","" Data Management"","" Market Analysis""}",4.6,1k,Beginner , Course , 1 - 4 Weeks,False,"{"" digital marketing"","" marketing"","" marketing management"","" data analysis"","" media strategy & planning"","" data management"","" market analysis""}",App Development
Johns Hopkins University,Neuroscience and Neuroimaging,"{"" Statistical Programming"","" R Programming"","" Probability & Statistics"","" Data Management"","" Data Structures"","" Data Analysis"","" Statistical Analysis"","" Data Visualization"","" Visualization (Computer Graphics)"","" General Statistics"","" Research and Design"","" Experiment"","" Correlation And Dependence"","" Mathematical Theory & Analysis"","" Process Analysis"","" Spatial Analysis"","" Spatial Data Analysis"","" Bioinformatics"","" Extract"","" Transform"","" Load"","" Computer Programming""}",4.6,3.1k,Intermediate , Specialization , 3 - 6 Months,False,"{"" statistical programming"","" r programming"","" probability & statistics"","" data management"","" data structures"","" data analysis"","" statistical analysis"","" data visualization"","" visualization (computer graphics)"","" general statistics"","" research and design"","" experiment"","" correlation and dependence"","" mathematical theory & analysis"","" process analysis"","" spatial analysis"","" spatial data analysis"","" bioinformatics"","" extract"","" transform"","" load"","" computer programming""}",Machine Learning
Duke University,Impact Measurement & Management for the SDGs,"{"" Entrepreneurship"","" Leadership and Management"","" Marketing"","" Sales"","" Strategy"","" Strategy and Operations"","" Business Psychology"","" Organizational Development"","" Business Process Management"","" Finance""}",4.8,487,Mixed , Course , 1 - 3 Months,False,"{"" entrepreneurship"","" leadership and management"","" marketing"","" sales"","" strategy"","" strategy and operations"","" business psychology"","" organizational development"","" business process management"","" finance""}",App Development
IBM,Introduction to Data Engineering,"{"" Data Engineering"","" Data Management"","" Extract"","" Transform"","" Load"","" Databases"","" Network Security"","" Big Data"","" Data Warehousing"","" Leadership and Management"","" SQL"","" Data Science"","" NoSQL""}",4.7,2.1k,Beginner , Course , 1 - 4 Weeks,False,"{"" data engineering"","" data management"","" extract"","" transform"","" load"","" databases"","" network security"","" big data"","" data warehousing"","" leadership and management"","" sql"","" data science"","" nosql""}",Cyber Security
Johns Hopkins University,Cancer Biology,"{""(9k reviews)""}",4.8,9k,Beginner , Specialization , 3 - 6 Months,False,"{""(9k reviews)""}",Cloud Computing
Johns Hopkins University,Design and Interpretation of Clinical Trials,"{""(4.2k reviews)""}",4.7,4.2k,Mixed , Course , 1 - 3 Months,False,"{""(4.2k reviews)""}",Cloud Computing
University of Virginia,Digital Product Management: Modern Fundamentals,"{"" Product Management"","" Leadership and Management"","" Planning"","" Product Strategy"","" Strategy""}",4.7,5k,Beginner , Course , 1 - 4 Weeks,False,"{"" product management"","" leadership and management"","" planning"","" product strategy"","" strategy""}",App Development
Copenhagen Business School,An Introduction to Consumer Neuroscience & Neuromarketing,"{"" Business Psychology"","" Market Research"","" Marketing"","" Behavioral Economics"","" Customer Analysis"","" Decision Making"","" People Analysis"","" Emotional Intelligence"","" Experiment"","" Research and Design""}",4.7,3.1k,Beginner , Course , 1 - 3 Months,False,"{"" business psychology"","" market research"","" marketing"","" behavioral economics"","" customer analysis"","" decision making"","" people analysis"","" emotional intelligence"","" experiment"","" research and design""}",App Development
Dartmouth College,"Strategic Leadership: Impact, Change, and Decision-Making","{"" Leadership and Management"","" Critical Thinking"","" Leadership Development"","" Decision Making"","" Professional Development"","" Strategy"","" Strategy and Operations"","" People Development"","" People Management"","" People Analysis"","" Organizational Development"","" Problem Solving"","" Talent Management"","" Communication"","" Emotional Intelligence"","" Change Management"","" Human Resources"","" Business Analysis"","" Business Psychology"","" Entrepreneurship"","" Research and Design"","" Performance Management"","" Influencing""}",4.8,326,Beginner , Specialization , 3 - 6 Months,False,"{"" leadership and management"","" critical thinking"","" leadership development"","" decision making"","" professional development"","" strategy"","" strategy and operations"","" people development"","" people management"","" people analysis"","" organizational development"","" problem solving"","" talent management"","" communication"","" emotional intelligence"","" change management"","" human resources"","" business analysis"","" business psychology"","" entrepreneurship"","" research and design"","" performance management"","" influencing""}",App Development
California Institute of the Arts,Fundamentals of Graphic Design,"{"" Communication"","" Computer Graphic Techniques"","" Computer Graphics"","" Creativity"","" Design and Product"","" Geometry"","" Graphic Design"","" Interactive Design"","" Visual Design"","" Visualization (Computer Graphics)""}",4.8,16.8k,Beginner , Course , 1 - 3 Months,False,"{"" communication"","" computer graphic techniques"","" computer graphics"","" creativity"","" design and product"","" geometry"","" graphic design"","" interactive design"","" visual design"","" visualization (computer graphics)""}",Machine Learning
Johns Hopkins University,Healthcare IT Support,"{"" Problem Solving"","" Communication"","" Customer Support"","" Benefits""}",4.7,956,Beginner , Specialization , 3 - 6 Months,False,"{"" problem solving"","" communication"","" customer support"","" benefits""}",Web Development
Wesleyan University,Social Psychology,"{""(4.7k reviews)""}",4.7,4.7k,Beginner , Course , 1 - 3 Months,False,"{""(4.7k reviews)""}",Cloud Computing
Google,Build Dynamic User Interfaces (UI) for Websites,"{"" User Experience"","" User Research"","" Web Design"","" Web Development Tools""}",4.8,2.8k,Beginner , Course , 1 - 3 Months,False,"{"" user experience"","" user research"","" web design"","" web development tools""}",Cyber Security
Coursera Project Network,Getting Started with Power BI Desktop,"{"" Business Intelligence"","" Data Analysis"","" Data Visualization"","" Interactive Data Visualization"","" Power BI""}",4.7,3.5k,Beginner , Guided Project , Less Than 2 Hours,False,"{"" business intelligence"","" data analysis"","" data visualization"","" interactive data visualization"","" power bi""}",Cyber Security
University System of Georgia,Six Sigma Green Belt,"{"" Data Analysis"","" Probability & Statistics"","" Business Analysis"","" Process Analysis"","" Statistical Analysis"","" General Statistics"","" Operational Analysis"","" Business Process Management"","" Organizational Development"","" Performance Management"","" Problem Solving"","" Project Management"","" Statistical Tests"","" Statistical Visualization"","" Strategy and Operations"","" Decision Making"","" Leadership and Management"","" Mathematics"","" Operations Management"","" Basic Descriptive Statistics"","" Supply Chain and Logistics"","" Entrepreneurship"","" Planning"","" Probability Distribution"","" Customer Analysis"","" Mathematical Theory & Analysis"","" Experiment"","" Interactive Data Visualization"","" Interactive Design""}",4.7,4k,Intermediate , Specialization , 3 - 6 Months,False,"{"" data analysis"","" probability & statistics"","" business analysis"","" process analysis"","" statistical analysis"","" general statistics"","" operational analysis"","" business process management"","" organizational development"","" performance management"","" problem solving"","" project management"","" statistical tests"","" statistical visualization"","" strategy and operations"","" decision making"","" leadership and management"","" mathematics"","" operations management"","" basic descriptive statistics"","" supply chain and logistics"","" entrepreneurship"","" planning"","" probability distribution"","" customer analysis"","" mathematical theory & analysis"","" experiment"","" interactive data visualization"","" interactive design""}",App Development
DeepLearning.AI,Probability & Statistics for Machine Learning & Data Science,"{"" General Statistics"","" Probability & Statistics"","" Statistical Analysis""}",4.6,181,Beginner , Course , 1 - 4 Weeks,False,"{"" general statistics"","" probability & statistics"","" statistical analysis""}",Machine Learning
University of Colorado Boulder,FPGA Design for Embedded Systems,"{"" Hardware Design"","" Computational Logic"","" Computer Architecture"","" Leadership and Management"","" Design and Product"","" Microarchitecture"","" Systems Design"","" Computer Programming Tools"","" Critical Thinking"","" Computer Programming"","" Programming Principles"","" System Programming""}",4.5,1.6k,Intermediate , Specialization , 3 - 6 Months,True,"{"" hardware design"","" computational logic"","" computer architecture"","" leadership and management"","" design and product"","" microarchitecture"","" systems design"","" computer programming tools"","" critical thinking"","" computer programming"","" programming principles"","" system programming""}",Machine Learning
Amazon Web Services,AWS Cloud Technical Essentials,"{"" Amazon Web Services"","" Cloud Computing"","" Cloud Storage"","" Leadership and Management""}",4.8,4.3k,Beginner , Course , 1 - 3 Months,False,"{"" amazon web services"","" cloud computing"","" cloud storage"","" leadership and management""}",Cyber Security
"University of California, Davis",Market Research,"{"" Market Research"","" Research and Design"","" Marketing"","" Market Analysis"","" Communication"","" Business Research"","" Data Analysis"","" User Research"","" Critical Thinking"","" Decision Making"","" Strategy"","" Survey Creation"","" Business Communication"","" Customer Analysis"","" Exploratory Data Analysis"","" Planning"","" General Statistics"","" Data Visualization"","" Probability & Statistics"","" Problem Solving"","" Storytelling"","" Visual Design"","" Writing"","" Digital Marketing""}",4.6,1.3k,Beginner , Specialization , 3 - 6 Months,False,"{"" market research"","" research and design"","" marketing"","" market analysis"","" communication"","" business research"","" data analysis"","" user research"","" critical thinking"","" decision making"","" strategy"","" survey creation"","" business communication"","" customer analysis"","" exploratory data analysis"","" planning"","" general statistics"","" data visualization"","" probability & statistics"","" problem solving"","" storytelling"","" visual design"","" writing"","" digital marketing""}",App Development
West Virginia University,Forensic Accounting and Fraud Examination,"{"" Accounting"","" Audit"","" Critical Thinking"","" Financial Accounting"","" Risk Management"","" Regulations and Compliance"","" Data Analysis"","" Finance"","" Problem Solving"","" Leadership and Management""}",4.7,5.4k,Mixed , Course , 1 - 3 Months,False,"{"" accounting"","" audit"","" critical thinking"","" financial accounting"","" risk management"","" regulations and compliance"","" data analysis"","" finance"","" problem solving"","" leadership and management""}",App Development
"University of California, Santa Cruz",Coding for Everyone: C and C++,"{"" C Programming Language Family"","" Computer Programming"","" Programming Principles"","" Algorithms"","" Data Structures"","" C++ Programming"","" Computational Logic"","" Computer Programming Tools"","" Computational Thinking"","" Critical Thinking"","" Mathematics"","" Problem Solving"","" Graph Theory"","" Theoretical Computer Science""}",4.5,8.9k,Beginner , Specialization , 3 - 6 Months,False,"{"" c programming language family"","" computer programming"","" programming principles"","" algorithms"","" data structures"","" c++ programming"","" computational logic"","" computer programming tools"","" computational thinking"","" critical thinking"","" mathematics"","" problem solving"","" graph theory"","" theoretical computer science""}",Machine Learning
Yale University,Overcoming Dyslexia,"{""(503 reviews)""}",4.8,503,Beginner , Course , 1 - 3 Months,False,"{""(503 reviews)""}",Cloud Computing
University at Buffalo,Digital Manufacturing & Design Technology,"{"" Design and Product"","" Leadership and Management"","" Product Lifecycle"","" Product Management"","" Strategy and Operations"","" Product Development"","" Business Process Management"","" Product Design"","" Supply Chain Systems"","" Data Management"","" Systems Design"","" Computer Networking"","" Supply Chain and Logistics"","" Human Computer Interaction"","" Process Analysis"","" Technical Product Management"","" Data Analysis"","" Project Management"","" System Security"","" Business Transformation"","" Cloud Computing"","" Cyberattacks"","" Operations Management"","" Security Engineering"","" Big Data"","" Cloud Storage"","" Communication"","" Computer Architecture"","" Computer Security Models"","" Network Security"","" Security Software"","" Security Strategy"","" Software Security"","" Supplier Relationship Management"","" Data Analysis Software"","" Digital Marketing"","" Machine Learning"","" Computer Security Incident Management"","" Data Visualization"","" Internet Of Things"","" Exploratory Data Analysis"","" Business Communication"","" Marketing""}",4.6,6.6k,Beginner , Specialization , 3 - 6 Months,False,"{"" design and product"","" leadership and management"","" product lifecycle"","" product management"","" strategy and operations"","" product development"","" business process management"","" product design"","" supply chain systems"","" data management"","" systems design"","" computer networking"","" supply chain and logistics"","" human computer interaction"","" process analysis"","" technical product management"","" data analysis"","" project management"","" system security"","" business transformation"","" cloud computing"","" cyberattacks"","" operations management"","" security engineering"","" big data"","" cloud storage"","" communication"","" computer architecture"","" computer security models"","" network security"","" security software"","" security strategy"","" software security"","" supplier relationship management"","" data analysis software"","" digital marketing"","" machine learning"","" computer security incident management"","" data visualization"","" internet of things"","" exploratory data analysis"","" business communication"","" marketing""}",Cyber Security
University of Cape Town,Understanding Clinical Research: Behind the Statistics,"{"" Basic Descriptive Statistics"","" Data Analysis"","" General Statistics"","" Probability & Statistics"","" Statistical Tests"","" Critical Thinking"","" Biostatistics"","" Clinical Data Management"","" Statistical Visualization""}",4.8,3.3k,Beginner , Course , 1 - 3 Months,False,"{"" basic descriptive statistics"","" data analysis"","" general statistics"","" probability & statistics"","" statistical tests"","" critical thinking"","" biostatistics"","" clinical data management"","" statistical visualization""}",Machine Learning
Interactive Brokers,Practical Guide to Trading,"{"" Finance"","" Investment Management"","" Financial Analysis"","" Leadership and Management"","" Risk Management"","" Securities Trading"","" Financial Management"","" Market Analysis"","" Strategy"","" Strategy and Operations"","" Business Analysis"","" Accounting"","" Data Analysis"","" Securities Sales"","" Taxes""}",4.4,485,Beginner , Specialization , 3 - 6 Months,False,"{"" finance"","" investment management"","" financial analysis"","" leadership and management"","" risk management"","" securities trading"","" financial management"","" market analysis"","" strategy"","" strategy and operations"","" business analysis"","" accounting"","" data analysis"","" securities sales"","" taxes""}",App Development
Meta,Meta AR Developer,"{"" Javascript""}",4.6,84,Intermediate , Professional Certificate , 3 - 6 Months,False,"{"" javascript""}",Web Development
Johns Hopkins University,Health Informatics,"{"" Leadership and Management"","" Data Analysis"","" Data Management"","" Clinical Data Management"","" Decision Making"","" Systems Design"","" Data Model"","" Data Structures"","" Databases"","" User Experience"","" Change Management"","" Critical Thinking"","" Human Computer Interaction"","" Big Data"","" Data Analysis Software"","" Database Design"","" Database Theory"","" Process Analysis"","" Project Management"","" Data Science"","" Health""}",4.4,746,Beginner , Specialization , 3 - 6 Months,False,"{"" leadership and management"","" data analysis"","" data management"","" clinical data management"","" decision making"","" systems design"","" data model"","" data structures"","" databases"","" user experience"","" change management"","" critical thinking"","" human computer interaction"","" big data"","" data analysis software"","" database design"","" database theory"","" process analysis"","" project management"","" data science"","" health""}",App Development
University of Michigan,PostgreSQL for Everybody,"{"" SQL"","" Databases"","" Database Design"","" PostgreSQL"","" Database Application"","" Data Management"","" Database Theory"","" Data Structures"","" Python Programming"","" Data Architecture"","" NoSQL"","" Data Model"","" Natural Language Processing""}",4.7,1k,Intermediate , Specialization , 3 - 6 Months,False,"{"" sql"","" databases"","" database design"","" postgresql"","" database application"","" data management"","" database theory"","" data structures"","" python programming"","" data architecture"","" nosql"","" data model"","" natural language processing""}",Cyber Security
IBM,Introduction to Software Engineering,"{"" Software Engineering"","" Computer Programming"","" Software Engineering Tools"","" Application Development"","" Programming Principles"","" Software Architecture"","" Agile Software Development"","" Communication"","" Product Management"","" Software-Defined Networking"","" Python Programming""}",4.7,581,Beginner , Course , 1 - 3 Months,False,"{"" software engineering"","" computer programming"","" software engineering tools"","" application development"","" programming principles"","" software architecture"","" agile software development"","" communication"","" product management"","" software-defined networking"","" python programming""}",Machine Learning
The University of Sydney,Positive Psychiatry and Mental Health,"{"" Resilience""}",4.8,3.4k,Mixed , Course , 1 - 3 Months,False,"{"" resilience""}",Web Development
DeepLearning.AI,Machine Learning Data Lifecycle in Production,"{"" Python Programming"","" Statistical Programming"","" Tensorflow"","" Exploratory Data Analysis"","" Feature Engineering"","" Machine Learning"","" Probability & Statistics""}",4.3,754,Advanced , Course , 1 - 4 Weeks,False,"{"" python programming"","" statistical programming"","" tensorflow"","" exploratory data analysis"","" feature engineering"","" machine learning"","" probability & statistics""}",Machine Learning
University of Michigan,Healthy and Sustainable Foods and Products,"{"" Product Lifecycle""}",3.9,24,Intermediate , Specialization , 3 - 6 Months,False,"{"" product lifecycle""}",Web Development
University of London,Corporate Strategy,"{"" Entrepreneurship"","" Leadership and Management"","" Marketing"","" Sales"","" Strategy"","" Strategy and Operations"","" Finance"","" Mergers & Acquisitions"","" Business Development""}",4.8,1.9k,Beginner , Course , 1 - 4 Weeks,False,"{"" entrepreneurship"","" leadership and management"","" marketing"","" sales"","" strategy"","" strategy and operations"","" finance"","" mergers & acquisitions"","" business development""}",App Development
University of Pennsylvania,Healthcare Law,"{"" Regulations and Compliance"","" Leadership and Management"","" Innovation"","" Strategy"","" System Security"","" Critical Thinking"","" Data Management"","" Risk Management"","" Strategy and Operations"","" Research and Design""}",4.7,411,Intermediate , Specialization , 3 - 6 Months,False,"{"" regulations and compliance"","" leadership and management"","" innovation"","" strategy"","" system security"","" critical thinking"","" data management"","" risk management"","" strategy and operations"","" research and design""}",App Development
IBM,IBM & Darden Digital Strategy,{Specialization},,,Specialization,,,False,{specialization},Web Development
University of Illinois at Urbana-Champaign,Financial Management,"{"" Financial Management"","" Finance"","" Financial Analysis"","" Financial Accounting"","" Leadership and Management"","" Accounting"","" Investment Management"","" Risk Management"","" Cash Management"","" Accounts Payable and Receivable"","" General Accounting"","" Management Accounting"","" Account Management"","" Corporate Accouting"","" Generally Accepted Accounting Principles (GAAP)"","" Cost Accounting"","" Decision Making"","" Market Analysis"","" Securities Trading"","" Strategy"","" Correlation And Dependence"","" Taxes"","" Mergers & Acquisitions""}",4.7,6.4k,Intermediate , Specialization , 3 - 6 Months,True,"{"" financial management"","" finance"","" financial analysis"","" financial accounting"","" leadership and management"","" accounting"","" investment management"","" risk management"","" cash management"","" accounts payable and receivable"","" general accounting"","" management accounting"","" account management"","" corporate accouting"","" generally accepted accounting principles (gaap)"","" cost accounting"","" decision making"","" market analysis"","" securities trading"","" strategy"","" correlation and dependence"","" taxes"","" mergers & acquisitions""}",App Development
University of Michigan,Digital Technologies and the Future of Manufacturing,"{"" Product Management"","" Leadership and Management"","" Strategy and Operations"","" Design and Product"","" Strategy"","" Product Lifecycle"","" Feature Engineering"","" Business Process Management"","" Innovation"","" Internet Of Things"","" Operations Management"","" Technical Product Management"","" Entrepreneurship"","" Product Strategy"","" Cloud-Based Integration"","" Organizational Development""}",4.6,199,Beginner , Specialization , 1 - 3 Months,False,"{"" product management"","" leadership and management"","" strategy and operations"","" design and product"","" strategy"","" product lifecycle"","" feature engineering"","" business process management"","" innovation"","" internet of things"","" operations management"","" technical product management"","" entrepreneurship"","" product strategy"","" cloud-based integration"","" organizational development""}",App Development
Board Infinity ,Java FullStack Developer,"{"" Algorithms"","" Computer Programming"","" Java Programming"","" Javascript"","" Web Development""}",4.4,71,Intermediate , Specialization , 1 - 3 Months,False,"{"" algorithms"","" computer programming"","" java programming"","" javascript"","" web development""}",Cyber Security
Google,The Path to Insights: Data Models and Pipelines,"{"" Data Management"","" Data Model"","" Extract"","" Transform"","" Load""}",4.7,262,Advanced , Course , 1 - 4 Weeks,False,"{"" data management"","" data model"","" extract"","" transform"","" load""}",Cyber Security
Georgia Institute of Technology,Write Professional Emails in English,"{"" Writing"","" Business Communication"","" Professional Development""}",4.8,16.7k,Mixed , Course , 1 - 3 Months,False,"{"" writing"","" business communication"","" professional development""}",Web Development
California Institute of the Arts,Game Design: Art and Concepts,"{"" Creativity"","" Storytelling"","" Writing""}",4.7,3.8k,Beginner , Specialization , 3 - 6 Months,False,"{"" creativity"","" storytelling"","" writing""}",Web Development
DeepLearning.AI,Convolutional Neural Networks in TensorFlow,"{"" Machine Learning"","" Deep Learning"","" Machine Learning Algorithms"","" Applied Machine Learning"","" Artificial Neural Networks"","" Computer Vision"","" Human Learning"","" Tensorflow"","" Python Programming"","" Machine Learning Software""}",4.7,7.9k,Intermediate , Course , 1 - 4 Weeks,False,"{"" machine learning"","" deep learning"","" machine learning algorithms"","" applied machine learning"","" artificial neural networks"","" computer vision"","" human learning"","" tensorflow"","" python programming"","" machine learning software""}",Machine Learning
Microsoft,Work Smarter with Microsoft Excel,"{"" Critical Thinking"","" Data Analysis"","" Data Visualization"","" Microsoft Excel"","" Spreadsheet Software"","" Data Analysis Software"","" Data Model"","" Databases"","" Operational Analysis"","" Visual Design""}",4.7,1.5k,Beginner , Course , 1 - 3 Months,False,"{"" critical thinking"","" data analysis"","" data visualization"","" microsoft excel"","" spreadsheet software"","" data analysis software"","" data model"","" databases"","" operational analysis"","" visual design""}",Machine Learning
University of Virginia,Managerial Accounting Fundamentals,"{"" Accounting"","" Cost Accounting"","" Leadership and Management"","" Management Accounting"","" Account Management"","" Financial Accounting"","" Budget Management"","" General Accounting"","" Finance"","" Generally Accepted Accounting Principles (GAAP)""}",4.8,721,Beginner , Course , 1 - 4 Weeks,False,"{"" accounting"","" cost accounting"","" leadership and management"","" management accounting"","" account management"","" financial accounting"","" budget management"","" general accounting"","" finance"","" generally accepted accounting principles (gaap)""}",App Development
"University of California, Davis",Learn Spanish: Basic Spanish Vocabulary,"{"" Communication"","" Writing"","" Culture""}",4.6,3.5k,Beginner , Specialization , 3 - 6 Months,False,"{"" communication"","" writing"","" culture""}",Web Development
University of Michigan,Extended Reality for Everybody,"{"" Human Computer Interaction"","" Virtual Reality"","" Computer Graphics"","" Interactive Design"","" User Experience"","" User Experience Design"","" Design and Product"","" Research and Design"","" Application Development"","" Product Development"","" Computer Programming"","" Product Design"","" Visual Design"","" Systems Design""}",4.6,423,Beginner , Specialization , 1 - 3 Months,False,"{"" human computer interaction"","" virtual reality"","" computer graphics"","" interactive design"","" user experience"","" user experience design"","" design and product"","" research and design"","" application development"","" product development"","" computer programming"","" product design"","" visual design"","" systems design""}",Cyber Security
Vanderbilt University,Data Management for Clinical Research,"{"" Clinical Data Management"","" Data Management"","" Data Structures"","" Planning"","" Critical Thinking"","" Database Administration""}",4.7,1.5k,Beginner , Course , 1 - 3 Months,False,"{"" clinical data management"","" data management"","" data structures"","" planning"","" critical thinking"","" database administration""}",App Development
Duke University,Data Analysis with R,"{"" General Statistics"","" Probability & Statistics"","" Statistical Analysis"","" Data Analysis"","" Statistical Tests"","" Probability Distribution"","" R Programming"","" Statistical Programming"","" Basic Descriptive Statistics"","" Statistical Visualization"","" Bayesian Statistics"","" Exploratory Data Analysis"","" Plot (Graphics)"","" Problem Solving"","" Critical Thinking"","" Correlation And Dependence"","" Regression"","" Bayesian Network"","" Computer Programming""}",4.7,7.1k,Beginner , Specialization , 3 - 6 Months,False,"{"" general statistics"","" probability & statistics"","" statistical analysis"","" data analysis"","" statistical tests"","" probability distribution"","" r programming"","" statistical programming"","" basic descriptive statistics"","" statistical visualization"","" bayesian statistics"","" exploratory data analysis"","" plot (graphics)"","" problem solving"","" critical thinking"","" correlation and dependence"","" regression"","" bayesian network"","" computer programming""}",Machine Learning
Hebrew University of Jerusalem,Build a Modern Computer from First Principles: From Nand to Tetris (Project-Centered Course),"{"" Computational Logic"","" Computer Architecture"","" Computer Programming"","" Hardware Design"","" Theoretical Computer Science"","" Computer Programming Tools"","" Critical Thinking"","" Problem Solving"","" Systems Design""}",4.9,3.5k,Mixed , Course , 1 - 3 Months,False,"{"" computational logic"","" computer architecture"","" computer programming"","" hardware design"","" theoretical computer science"","" computer programming tools"","" critical thinking"","" problem solving"","" systems design""}",Machine Learning
Duke University,Behavioral Finance,"{"" Behavioral Economics"","" Business Psychology"","" Critical Thinking"","" Decision Making"","" Finance"","" Investment Management"","" People Analysis"","" Probability & Statistics"","" Problem Solving"","" Strategy""}",4.4,3.8k,Beginner , Course , 1 - 4 Weeks,False,"{"" behavioral economics"","" business psychology"","" critical thinking"","" decision making"","" finance"","" investment management"","" people analysis"","" probability & statistics"","" problem solving"","" strategy""}",App Development
